context,questions,answers
She finds Daemon unconscious hungover watches wakes paying spy reporting information Otto Hightower .,Who is Otto Hightower?,Otto Hightower was a PERSON who She finds Daemon unconscious hungover watches wakes paying spy reporting information Otto Hightower .
When Daemon wakes gives something help greensickness refuses help `` common whore . '',Who is Daemon?,Daemon was a PERSON who When Daemon wakes gives something help greensickness refuses help `` common whore . ''
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is Mysaria?,Mysaria was a PERSON who Satisfied Daemon safe Mysaria leaves him.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,When did Years later happen?,Years later was a DATE that Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is Viserys?,Viserys was a PERSON who Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,What is House?,House is a ORG that Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is Targaryen Talya?,Targaryen Talya was a PERSON who Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is Mysaria?,Mysaria was a PERSON who Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is King Viserys?,King Viserys was a PERSON who Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is Mysaria?,Mysaria was a PERSON who Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Where is Aegon?,Aegon is a GPE that Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,When did Sept. happen?,Sept. was a DATE that Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept.
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is Jayne?,Jayne was a PERSON who She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is Arryk Erryk Cargyll?,Arryk Erryk Cargyll was a PERSON who She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .
Satisfied Daemon safe Mysaria leaves him.Years later following King Viserys 's last supper members factions House Targaryen Talya delivers information royal family Mysaria.Understanding King Viserys soon perish Mysaria arranges kidnap Prince Aegon taking advantage inebriated state hidden beneath altar Grand Sept. She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .,Who is Hand King?,Hand King was a PERSON who She sends collaborator Jayne offer location missing prince Arryk Erryk Cargyll demand meeting Hand King .
Mysaria takes gold brought Ser Otto demands crown bring establishments Flea Bottom exploit poor children forcing fight rings prostitution .,Who is Mysaria?,Mysaria was a PERSON who Mysaria takes gold brought Ser Otto demands crown bring establishments Flea Bottom exploit poor children forcing fight rings prostitution .
Mysaria takes gold brought Ser Otto demands crown bring establishments Flea Bottom exploit poor children forcing fight rings prostitution .,Who is Ser Otto?,Ser Otto was a PERSON who Mysaria takes gold brought Ser Otto demands crown bring establishments Flea Bottom exploit poor children forcing fight rings prostitution .
She also throws not-so-subtle barb Otto ; knows 's manipulations pushing Aegon towards throne could easily killed reminds Otto common people discounted powerful force .,Who is Otto?,Otto was a PERSON who She also throws not-so-subtle barb Otto ; knows 's manipulations pushing Aegon towards throne could easily killed reminds Otto common people discounted powerful force .
She also throws not-so-subtle barb Otto ; knows 's manipulations pushing Aegon towards throne could easily killed reminds Otto common people discounted powerful force .,Where is Aegon?,Aegon is a GPE that She also throws not-so-subtle barb Otto ; knows 's manipulations pushing Aegon towards throne could easily killed reminds Otto common people discounted powerful force .
She also throws not-so-subtle barb Otto ; knows 's manipulations pushing Aegon towards throne could easily killed reminds Otto common people discounted powerful force .,Who is Otto?,Otto was a PERSON who She also throws not-so-subtle barb Otto ; knows 's manipulations pushing Aegon towards throne could easily killed reminds Otto common people discounted powerful force .
While Otto seems take words heart Mysaria 's manse later set fire agent Lord Confessor Larys Strong approval Queen Alicent Hightower .,Who is Otto?,Otto was a PERSON who While Otto seems take words heart Mysaria 's manse later set fire agent Lord Confessor Larys Strong approval Queen Alicent Hightower .
While Otto seems take words heart Mysaria 's manse later set fire agent Lord Confessor Larys Strong approval Queen Alicent Hightower .,Who is Mysaria?,Mysaria was a PERSON who While Otto seems take words heart Mysaria 's manse later set fire agent Lord Confessor Larys Strong approval Queen Alicent Hightower .
While Otto seems take words heart Mysaria 's manse later set fire agent Lord Confessor Larys Strong approval Queen Alicent Hightower .,Who is Confessor Larys Strong?,Confessor Larys Strong was a PERSON who While Otto seems take words heart Mysaria 's manse later set fire agent Lord Confessor Larys Strong approval Queen Alicent Hightower .
While Otto seems take words heart Mysaria 's manse later set fire agent Lord Confessor Larys Strong approval Queen Alicent Hightower .,Who is Queen Alicent Hightower?,Queen Alicent Hightower was a PERSON who While Otto seems take words heart Mysaria 's manse later set fire agent Lord Confessor Larys Strong approval Queen Alicent Hightower .
Mysaria strong-willed cunning .,Who is Mysaria?,Mysaria was a PERSON who Mysaria strong-willed cunning .
