context,questions,answers
By time Vhagar 's size large remain Dragonpit .,What is Vhagar?,Vhagar is a ORG that By time Vhagar 's size large remain Dragonpit .
Laena says traders Spicetown native Driftmark claim hear song times sounds sad .,What is Laena?,Laena is a ORG that Laena says traders Spicetown native Driftmark claim hear song times sounds sad .
Laena says traders Spicetown native Driftmark claim hear song times sounds sad .,What is Spicetown?,Spicetown is a ORG that Laena says traders Spicetown native Driftmark claim hear song times sounds sad .
Laena says traders Spicetown native Driftmark claim hear song times sounds sad .,What is Driftmark?,Driftmark is a ORG that Laena says traders Spicetown native Driftmark claim hear song times sounds sad .
Viserys muses even dragons get lonely.More decade later Vhagar mount Laena .,Who is Viserys?,Viserys was a PERSON who Viserys muses even dragons get lonely.
Viserys muses even dragons get lonely.More decade later Vhagar mount Laena .,When did More decade later happen?,More decade later was a DATE that More decade later Vhagar mount Laena .
Viserys muses even dragons get lonely.More decade later Vhagar mount Laena .,What is Vhagar?,Vhagar is a ORG that More decade later Vhagar mount Laena .
Viserys muses even dragons get lonely.More decade later Vhagar mount Laena .,What is Laena?,Laena is a ORG that More decade later Vhagar mount Laena .
Laena takes great pride riding largest known living dragon world riding alongside husband Daemon dragon Caraxes .,What is Laena?,Laena is a ORG that Laena takes great pride riding largest known living dragon world riding alongside husband Daemon dragon Caraxes .
Laena takes great pride riding largest known living dragon world riding alongside husband Daemon dragon Caraxes .,Who is Daemon?,Daemon was a PERSON who Laena takes great pride riding largest known living dragon world riding alongside husband Daemon dragon Caraxes .
Sometime later Laena suffers difficult birth everyone believing child must cut survive .,What is Laena?,Laena is a ORG that Sometime later Laena suffers difficult birth everyone believing child must cut survive .
Unwilling die bed stumbles outside find Vhagar giving command `` Dracarys . '',What is Vhagar?,Vhagar is a ORG that Unwilling die bed stumbles outside find Vhagar giving command `` Dracarys . ''
Vhagar hesitates unwilling burn rider despite repeated pained commands .,What is Vhagar?,Vhagar is a ORG that Vhagar hesitates unwilling burn rider despite repeated pained commands .
Eventually complies unleashes dragonfire incinerating Laena prevent drawn painful death.Days later sleeps beach High Tide Vhagar awakened Aemond Targaryen desires ride dragon .,What is Laena?,Laena is a ORG that Eventually complies unleashes dragonfire incinerating Laena prevent drawn painful death.
She initially ignores attempt mount goes back sleep Aemond tries Vhagar nearly unleashes dragonfire successfully commanded Aemond High Valyrian .,What is Aemond?,Aemond is a ORG that She initially ignores attempt mount goes back sleep Aemond tries Vhagar nearly unleashes dragonfire successfully commanded Aemond High Valyrian .
She initially ignores attempt mount goes back sleep Aemond tries Vhagar nearly unleashes dragonfire successfully commanded Aemond High Valyrian .,What is Vhagar?,Vhagar is a ORG that She initially ignores attempt mount goes back sleep Aemond tries Vhagar nearly unleashes dragonfire successfully commanded Aemond High Valyrian .
She initially ignores attempt mount goes back sleep Aemond tries Vhagar nearly unleashes dragonfire successfully commanded Aemond High Valyrian .,What is Aemond?,Aemond is a ORG that She initially ignores attempt mount goes back sleep Aemond tries Vhagar nearly unleashes dragonfire successfully commanded Aemond High Valyrian .
Having claimed bonded Aemond takes first flight ; though nearly falls death properly fastened saddle able fly around Driftmark .,What is Aemond?,Aemond is a ORG that Having claimed bonded Aemond takes first flight ; though nearly falls death properly fastened saddle able fly around Driftmark .
Having claimed bonded Aemond takes first flight ; though nearly falls death properly fastened saddle able fly around Driftmark .,What is Driftmark?,Driftmark is a ORG that Having claimed bonded Aemond takes first flight ; though nearly falls death properly fastened saddle able fly around Driftmark .
Later royal family 's return King 's Landing Aemond rides Vhagar home.Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .,What is King 's Landing Aemond?,King 's Landing Aemond is a ORG that Later royal family 's return King 's Landing Aemond rides Vhagar home.
Later royal family 's return King 's Landing Aemond rides Vhagar home.Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .,What is Vhagar?,Vhagar is a ORG that Later royal family 's return King 's Landing Aemond rides Vhagar home.
Later royal family 's return King 's Landing Aemond rides Vhagar home.Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .,What is Aemond?,Aemond is a ORG that Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .
Later royal family 's return King 's Landing Aemond rides Vhagar home.Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .,What is Vhagar Storm 's End?,Vhagar Storm 's End is a ORG that Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .
Later royal family 's return King 's Landing Aemond rides Vhagar home.Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .,Who is Borros Baratheon?,Borros Baratheon was a PERSON who Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .
Later royal family 's return King 's Landing Aemond rides Vhagar home.Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .,Where is Aegon?,Aegon is a GPE that Aemond rides Vhagar Storm 's End treat gain support Lord Borros Baratheon Aegon .
She notices arrival Lucerys Velaryon Arrax .,Who is Lucerys Velaryon Arrax?,Lucerys Velaryon Arrax was a PERSON who She notices arrival Lucerys Velaryon Arrax .
After Lucerys Arrax leave Aemond pursues Vhagar scare take one eyes revenge losing shortly claimed Vhagar .,Who is Lucerys Arrax?,Lucerys Arrax was a PERSON who After Lucerys Arrax leave Aemond pursues Vhagar scare take one eyes revenge losing shortly claimed Vhagar .
After Lucerys Arrax leave Aemond pursues Vhagar scare take one eyes revenge losing shortly claimed Vhagar .,What is Aemond?,Aemond is a ORG that After Lucerys Arrax leave Aemond pursues Vhagar scare take one eyes revenge losing shortly claimed Vhagar .
After Lucerys Arrax leave Aemond pursues Vhagar scare take one eyes revenge losing shortly claimed Vhagar .,Who is Vhagar?,Vhagar was a PERSON who After Lucerys Arrax leave Aemond pursues Vhagar scare take one eyes revenge losing shortly claimed Vhagar .
After Lucerys Arrax leave Aemond pursues Vhagar scare take one eyes revenge losing shortly claimed Vhagar .,What is Vhagar?,Vhagar is a ORG that After Lucerys Arrax leave Aemond pursues Vhagar scare take one eyes revenge losing shortly claimed Vhagar .
But Arrax Luke 's wishes turns around blasts Vhagar dragonflame .,Who is Arrax Luke 's?,Arrax Luke 's was a PERSON who But Arrax Luke 's wishes turns around blasts Vhagar dragonflame .
But Arrax Luke 's wishes turns around blasts Vhagar dragonflame .,What is Vhagar?,Vhagar is a ORG that But Arrax Luke 's wishes turns around blasts Vhagar dragonflame .
Enraged Vhagar pursues ignoring Aemond desperately tries regain control .,What is Vhagar?,Vhagar is a ORG that Enraged Vhagar pursues ignoring Aemond desperately tries regain control .
Enraged Vhagar pursues ignoring Aemond desperately tries regain control .,What is Aemond?,Aemond is a ORG that Enraged Vhagar pursues ignoring Aemond desperately tries regain control .
Above storm Vhagar catches Arrax mouth even Aemond commands stop attack .,Who is Vhagar?,Vhagar was a PERSON who Above storm Vhagar catches Arrax mouth even Aemond commands stop attack .
Above storm Vhagar catches Arrax mouth even Aemond commands stop attack .,What is Aemond?,Aemond is a ORG that Above storm Vhagar catches Arrax mouth even Aemond commands stop attack .
Being five times larger younger dragon easily rips apart single bite sending Lucerys 's corpses plummeting ground .,Who is Lucerys?,Lucerys was a PERSON who Being five times larger younger dragon easily rips apart single bite sending Lucerys 's corpses plummeting ground .
Viserys tells Doreah Vhagar 's skull decorated Great Hall Red Keep prior Robert 's Rebellion .,Who is Viserys?,Viserys was a PERSON who Viserys tells Doreah Vhagar 's skull decorated Great Hall Red Keep prior Robert 's Rebellion .
Viserys tells Doreah Vhagar 's skull decorated Great Hall Red Keep prior Robert 's Rebellion .,Who is Doreah Vhagar 's?,Doreah Vhagar 's was a PERSON who Viserys tells Doreah Vhagar 's skull decorated Great Hall Red Keep prior Robert 's Rebellion .
Viserys tells Doreah Vhagar 's skull decorated Great Hall Red Keep prior Robert 's Rebellion .,What is the Great Hall Red Keep?,The Great Hall Red Keep is a FAC that Viserys tells Doreah Vhagar 's skull decorated Great Hall Red Keep prior Robert 's Rebellion .
Viserys tells Doreah Vhagar 's skull decorated Great Hall Red Keep prior Robert 's Rebellion .,What is Robert 's Rebellion?,Robert 's Rebellion is a ORG that Viserys tells Doreah Vhagar 's skull decorated Great Hall Red Keep prior Robert 's Rebellion .
While Arya service Tywin Harrenhal mentions Vhagar one three dragons used War Conquest ridden Visenya Targaryen .,Who is Tywin Harrenhal?,Tywin Harrenhal was a PERSON who While Arya service Tywin Harrenhal mentions Vhagar one three dragons used War Conquest ridden Visenya Targaryen .
While Arya service Tywin Harrenhal mentions Vhagar one three dragons used War Conquest ridden Visenya Targaryen .,Who is Vhagar?,Vhagar was a PERSON who While Arya service Tywin Harrenhal mentions Vhagar one three dragons used War Conquest ridden Visenya Targaryen .
While Arya service Tywin Harrenhal mentions Vhagar one three dragons used War Conquest ridden Visenya Targaryen .,Who is Visenya Targaryen?,Visenya Targaryen was a PERSON who While Arya service Tywin Harrenhal mentions Vhagar one three dragons used War Conquest ridden Visenya Targaryen .
While incarcerated learning read Davos trouble reading Vhagar 's name .,Who is Davos?,Davos was a PERSON who While incarcerated learning read Davos trouble reading Vhagar 's name .
While incarcerated learning read Davos trouble reading Vhagar 's name .,Who is Vhagar?,Vhagar was a PERSON who While incarcerated learning read Davos trouble reading Vhagar 's name .
Shireen reading The Dance Dragons A True Telling retells story Vhagar Ser Byron Swann Davos share laugh .,Who is Shireen?,Shireen was a PERSON who Shireen reading The Dance Dragons A True Telling retells story Vhagar Ser Byron Swann Davos share laugh .
Shireen reading The Dance Dragons A True Telling retells story Vhagar Ser Byron Swann Davos share laugh .,Who is Vhagar Ser?,Vhagar Ser was a PERSON who Shireen reading The Dance Dragons A True Telling retells story Vhagar Ser Byron Swann Davos share laugh .
Shireen reading The Dance Dragons A True Telling retells story Vhagar Ser Byron Swann Davos share laugh .,Who is Byron Swann?,Byron Swann was a PERSON who Shireen reading The Dance Dragons A True Telling retells story Vhagar Ser Byron Swann Davos share laugh .
