context,questions,answers
Later evening Rhaenyra Alicent spend time Red Keep 's godswood Rhaenyra concludes hopes unborn sibling boy sake father 's happiness ignoring Alicent 's remarks son would overshadow line succession .,What is Red Keep 's?,Red Keep 's is a ORG that Later evening Rhaenyra Alicent spend time Red Keep 's godswood Rhaenyra concludes hopes unborn sibling boy sake father 's happiness ignoring Alicent 's remarks son would overshadow line succession .
Later evening Rhaenyra Alicent spend time Red Keep 's godswood Rhaenyra concludes hopes unborn sibling boy sake father 's happiness ignoring Alicent 's remarks son would overshadow line succession .,What is godswood Rhaenyra?,godswood Rhaenyra is a ORG that Later evening Rhaenyra Alicent spend time Red Keep 's godswood Rhaenyra concludes hopes unborn sibling boy sake father 's happiness ignoring Alicent 's remarks son would overshadow line succession .
Later evening Rhaenyra Alicent spend time Red Keep 's godswood Rhaenyra concludes hopes unborn sibling boy sake father 's happiness ignoring Alicent 's remarks son would overshadow line succession .,Who is Alicent?,Alicent was a PERSON who Later evening Rhaenyra Alicent spend time Red Keep 's godswood Rhaenyra concludes hopes unborn sibling boy sake father 's happiness ignoring Alicent 's remarks son would overshadow line succession .
Elsewhere Red Keep Viserys endures Grand Maester Mellos treating wound supposedly inflicted blades Iron Throne back become infected going see wife Aemma taking bath .,Who is Maester Mellos?,Maester Mellos was a PERSON who Elsewhere Red Keep Viserys endures Grand Maester Mellos treating wound supposedly inflicted blades Iron Throne back become infected going see wife Aemma taking bath .
Elsewhere Red Keep Viserys endures Grand Maester Mellos treating wound supposedly inflicted blades Iron Throne back become infected going see wife Aemma taking bath .,What is Iron Throne?,Iron Throne is a ORG that Elsewhere Red Keep Viserys endures Grand Maester Mellos treating wound supposedly inflicted blades Iron Throne back become infected going see wife Aemma taking bath .
Elsewhere Red Keep Viserys endures Grand Maester Mellos treating wound supposedly inflicted blades Iron Throne back become infected going see wife Aemma taking bath .,Who is Aemma?,Aemma was a PERSON who Elsewhere Red Keep Viserys endures Grand Maester Mellos treating wound supposedly inflicted blades Iron Throne back become infected going see wife Aemma taking bath .
Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .,Who is Viserys?,Viserys was a PERSON who Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.
Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .,Who is Aemma?,Aemma was a PERSON who Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.
Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .,When did ten years happen?,ten years was a DATE that Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.
Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .,Who is Daemon?,Daemon was a PERSON who As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .
Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .,What is City Watch?,City Watch is a ORG that As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .
Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .,Who is Daemon?,Daemon was a PERSON who As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .
Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .,What is City Watch?,City Watch is a ORG that As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .
Viserys tells confidence child son Aemma insists boy girl last ; several miscarriages stillbirths one child dead cradle ( total five within ten years ) ca n't bring mourn another child.As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .,What is King 's Landing?,King 's Landing is a ORG that As night falls Daemon addresses men City Watch proudly identified gold cloaks bestowed upon ; Daemon declares turned City Watch disorganized rabble professional force reckoned unleashing gold cloaks criminals King 's Landing rounded en masse face summary justice ; thieves lose hand rapers castrated murderers executed spot .
At Small Council meeting following morning Daemon attendance Otto complains violence used Daemon men excessive .,What is Small Council?,Small Council is a ORG that At Small Council meeting following morning Daemon attendance Otto complains violence used Daemon men excessive .
At Small Council meeting following morning Daemon attendance Otto complains violence used Daemon men excessive .,Who is Daemon?,Daemon was a PERSON who At Small Council meeting following morning Daemon attendance Otto complains violence used Daemon men excessive .
At Small Council meeting following morning Daemon attendance Otto complains violence used Daemon men excessive .,Who is Otto?,Otto was a PERSON who At Small Council meeting following morning Daemon attendance Otto complains violence used Daemon men excessive .
At Small Council meeting following morning Daemon attendance Otto complains violence used Daemon men excessive .,What is Daemon?,Daemon is a ORG that At Small Council meeting following morning Daemon attendance Otto complains violence used Daemon men excessive .
Daemon defends actions pointing Westeros 's nobility coming brother 's tournament general lawlessness King 's Landing extreme measures warranted ensure safety Viserys 's subjects within city walls .,What is Daemon?,Daemon is a ORG that Daemon defends actions pointing Westeros 's nobility coming brother 's tournament general lawlessness King 's Landing extreme measures warranted ensure safety Viserys 's subjects within city walls .
Daemon defends actions pointing Westeros 's nobility coming brother 's tournament general lawlessness King 's Landing extreme measures warranted ensure safety Viserys 's subjects within city walls .,What is Westeros?,Westeros is a ORG that Daemon defends actions pointing Westeros 's nobility coming brother 's tournament general lawlessness King 's Landing extreme measures warranted ensure safety Viserys 's subjects within city walls .
Daemon defends actions pointing Westeros 's nobility coming brother 's tournament general lawlessness King 's Landing extreme measures warranted ensure safety Viserys 's subjects within city walls .,What is King 's Landing?,King 's Landing is a ORG that Daemon defends actions pointing Westeros 's nobility coming brother 's tournament general lawlessness King 's Landing extreme measures warranted ensure safety Viserys 's subjects within city walls .
Daemon defends actions pointing Westeros 's nobility coming brother 's tournament general lawlessness King 's Landing extreme measures warranted ensure safety Viserys 's subjects within city walls .,Who is Viserys?,Viserys was a PERSON who Daemon defends actions pointing Westeros 's nobility coming brother 's tournament general lawlessness King 's Landing extreme measures warranted ensure safety Viserys 's subjects within city walls .
Corlys Velaryon also speaks support Daemon 's actions arguing criminals King 's Landing fear City Watch .,Who is Corlys Velaryon?,Corlys Velaryon was a PERSON who Corlys Velaryon also speaks support Daemon 's actions arguing criminals King 's Landing fear City Watch .
Corlys Velaryon also speaks support Daemon 's actions arguing criminals King 's Landing fear City Watch .,What is Daemon?,Daemon is a ORG that Corlys Velaryon also speaks support Daemon 's actions arguing criminals King 's Landing fear City Watch .
Corlys Velaryon also speaks support Daemon 's actions arguing criminals King 's Landing fear City Watch .,What is King 's Landing fear City Watch?,King 's Landing fear City Watch is a ORG that Corlys Velaryon also speaks support Daemon 's actions arguing criminals King 's Landing fear City Watch .
The discussion turns personal argument Otto snipes Daemon could put much effort marriage work gold cloaks insinuating Daemon return wife 's seat Runestone Vale Arryn .,Who is Otto snipes Daemon?,Otto snipes Daemon was a PERSON who The discussion turns personal argument Otto snipes Daemon could put much effort marriage work gold cloaks insinuating Daemon return wife 's seat Runestone Vale Arryn .
The discussion turns personal argument Otto snipes Daemon could put much effort marriage work gold cloaks insinuating Daemon return wife 's seat Runestone Vale Arryn .,Who is Daemon?,Daemon was a PERSON who The discussion turns personal argument Otto snipes Daemon could put much effort marriage work gold cloaks insinuating Daemon return wife 's seat Runestone Vale Arryn .
The discussion turns personal argument Otto snipes Daemon could put much effort marriage work gold cloaks insinuating Daemon return wife 's seat Runestone Vale Arryn .,Who is Runestone Vale Arryn?,Runestone Vale Arryn was a PERSON who The discussion turns personal argument Otto snipes Daemon could put much effort marriage work gold cloaks insinuating Daemon return wife 's seat Runestone Vale Arryn .
Daemon scoffs wife Lady Rhea Royce likely happier absence derisively referring `` bronze bitch . '',Who is Lady Rhea Royce?,Lady Rhea Royce was a PERSON who Daemon scoffs wife Lady Rhea Royce likely happier absence derisively referring `` bronze bitch . ''
When Otto defends Lady Rhea 's honor Daemon sarcastically offers give Otto replacement late wife .,Who is Otto?,Otto was a PERSON who When Otto defends Lady Rhea 's honor Daemon sarcastically offers give Otto replacement late wife .
When Otto defends Lady Rhea 's honor Daemon sarcastically offers give Otto replacement late wife .,Who is Rhea?,Rhea was a PERSON who When Otto defends Lady Rhea 's honor Daemon sarcastically offers give Otto replacement late wife .
When Otto defends Lady Rhea 's honor Daemon sarcastically offers give Otto replacement late wife .,Who is Daemon?,Daemon was a PERSON who When Otto defends Lady Rhea 's honor Daemon sarcastically offers give Otto replacement late wife .
When Otto defends Lady Rhea 's honor Daemon sarcastically offers give Otto replacement late wife .,Who is Otto?,Otto was a PERSON who When Otto defends Lady Rhea 's honor Daemon sarcastically offers give Otto replacement late wife .
Otto furiously rises feet insult Viserys defuses argument admonishing Daemon police city without repeat previous night 's brutality .,Who is Otto?,Otto was a PERSON who Otto furiously rises feet insult Viserys defuses argument admonishing Daemon police city without repeat previous night 's brutality .
Otto furiously rises feet insult Viserys defuses argument admonishing Daemon police city without repeat previous night 's brutality .,Who is Viserys?,Viserys was a PERSON who Otto furiously rises feet insult Viserys defuses argument admonishing Daemon police city without repeat previous night 's brutality .
Later night Daemon complains mistress Mysaria brothel proprietor lack respect efforts shown brother Small Council .,Who is Daemon?,Daemon was a PERSON who Later night Daemon complains mistress Mysaria brothel proprietor lack respect efforts shown brother Small Council .
Later night Daemon complains mistress Mysaria brothel proprietor lack respect efforts shown brother Small Council .,Who is Mysaria?,Mysaria was a PERSON who Later night Daemon complains mistress Mysaria brothel proprietor lack respect efforts shown brother Small Council .
Later night Daemon complains mistress Mysaria brothel proprietor lack respect efforts shown brother Small Council .,What is Small Council?,Small Council is a ORG that Later night Daemon complains mistress Mysaria brothel proprietor lack respect efforts shown brother Small Council .
Mysaria reassures Daemon given reputation power prestige possesses king easily replace him.The following day Viserys commences Heir 's Tournament announcement Queen Aemma gone labor .,Where is Mysaria?,Mysaria is a GPE that Mysaria reassures Daemon given reputation power prestige possesses king easily replace him.
Mysaria reassures Daemon given reputation power prestige possesses king easily replace him.The following day Viserys commences Heir 's Tournament announcement Queen Aemma gone labor .,Who is Daemon?,Daemon was a PERSON who Mysaria reassures Daemon given reputation power prestige possesses king easily replace him.
Mysaria reassures Daemon given reputation power prestige possesses king easily replace him.The following day Viserys commences Heir 's Tournament announcement Queen Aemma gone labor .,Who is Viserys?,Viserys was a PERSON who The following day Viserys commences Heir 's Tournament announcement Queen Aemma gone labor .
Mysaria reassures Daemon given reputation power prestige possesses king easily replace him.The following day Viserys commences Heir 's Tournament announcement Queen Aemma gone labor .,Who is Queen Aemma?,Queen Aemma was a PERSON who The following day Viserys commences Heir 's Tournament announcement Queen Aemma gone labor .
Prince Daemon Targaryen quickly becomes favorite contender lists insulting Otto picking first opponent eldest son Ser Gwayne Hightower defeating Gwayne joust taking legs Gwayne 's horse receiving daughter Alicent 's favor .,Who is Otto?,Otto was a PERSON who Prince Daemon Targaryen quickly becomes favorite contender lists insulting Otto picking first opponent eldest son Ser Gwayne Hightower defeating Gwayne joust taking legs Gwayne 's horse receiving daughter Alicent 's favor .
