context,questions,answers
As Rhaenyra Criston 's ship sails back harbor King 's Landing apprehensive father upset rejected every proposed suitor canceled rest tour two months early return home .,Who is Rhaenyra Criston 's?,Rhaenyra Criston 's was a PERSON who As Rhaenyra Criston 's ship sails back harbor King 's Landing apprehensive father upset rejected every proposed suitor canceled rest tour two months early return home .
As Rhaenyra Criston 's ship sails back harbor King 's Landing apprehensive father upset rejected every proposed suitor canceled rest tour two months early return home .,When did two months early happen?,two months early was a DATE that As Rhaenyra Criston 's ship sails back harbor King 's Landing apprehensive father upset rejected every proposed suitor canceled rest tour two months early return home .
Just hear cries Caraxes overhead Daemon Targaryen buzzes ship dragon ( dangerously rocking ) way return royal court first time four years.A full courtroom noblemen women assemble Iron Throne Viserys I Targaryen puts full regalia formally receive wayward younger brother .,When did four years happen?,four years was a DATE that Just hear cries Caraxes overhead Daemon Targaryen buzzes ship dragon ( dangerously rocking ) way return royal court first time four years.
Just hear cries Caraxes overhead Daemon Targaryen buzzes ship dragon ( dangerously rocking ) way return royal court first time four years.A full courtroom noblemen women assemble Iron Throne Viserys I Targaryen puts full regalia formally receive wayward younger brother .,What is Iron Throne?,Iron Throne is a ORG that A full courtroom noblemen women assemble Iron Throne Viserys I Targaryen puts full regalia formally receive wayward younger brother .
Daemon jauntily enters throne room still carrying Dark Sister sheathed hip playfully tossing war hammer Craghas Crabfeeder hand - wearing crown made bone driftwood .,Who is Craghas Crabfeeder?,Craghas Crabfeeder was a PERSON who Daemon jauntily enters throne room still carrying Dark Sister sheathed hip playfully tossing war hammer Craghas Crabfeeder hand - wearing crown made bone driftwood .
As reaches base throne Lord Commander Harrold Westerling draws sword points slowly Daemon 's chest plate ward .,Who is Harrold Westerling?,Harrold Westerling was a PERSON who As reaches base throne Lord Commander Harrold Westerling draws sword points slowly Daemon 's chest plate ward .
As reaches base throne Lord Commander Harrold Westerling draws sword points slowly Daemon 's chest plate ward .,Who is Daemon?,Daemon was a PERSON who As reaches base throne Lord Commander Harrold Westerling draws sword points slowly Daemon 's chest plate ward .
The tension breaks Daemon throws war hammer ground front Iron Throne says add chair ( made melted weapons defeated enemies ) .,What is Daemon?,Daemon is a ORG that The tension breaks Daemon throws war hammer ground front Iron Throne says add chair ( made melted weapons defeated enemies ) .
The tension breaks Daemon throws war hammer ground front Iron Throne says add chair ( made melted weapons defeated enemies ) .,What is Iron Throne?,Iron Throne is a ORG that The tension breaks Daemon throws war hammer ground front Iron Throne says add chair ( made melted weapons defeated enemies ) .
Harrold sheathes sword Viserys points Daemon wearing crown inquiring also calls king .,Who is Harrold?,Harrold was a PERSON who Harrold sheathes sword Viserys points Daemon wearing crown inquiring also calls king .
Harrold sheathes sword Viserys points Daemon wearing crown inquiring also calls king .,Who is Viserys?,Viserys was a PERSON who Harrold sheathes sword Viserys points Daemon wearing crown inquiring also calls king .
Harrold sheathes sword Viserys points Daemon wearing crown inquiring also calls king .,Who is Daemon?,Daemon was a PERSON who Harrold sheathes sword Viserys points Daemon wearing crown inquiring also calls king .
Daemon says men hailed `` King Narrow Sea '' led smash Triarchy 's forces conquer Stepstones quickly adds knows one true king .,What is Daemon?,Daemon is a ORG that Daemon says men hailed `` King Narrow Sea '' led smash Triarchy 's forces conquer Stepstones quickly adds knows one true king .
Daemon says men hailed `` King Narrow Sea '' led smash Triarchy 's forces conquer Stepstones quickly adds knows one true king .,What is Triarchy?,Triarchy is a ORG that Daemon says men hailed `` King Narrow Sea '' led smash Triarchy 's forces conquer Stepstones quickly adds knows one true king .
Daemon says men hailed `` King Narrow Sea '' led smash Triarchy 's forces conquer Stepstones quickly adds knows one true king .,What is Stepstones?,Stepstones is a ORG that Daemon says men hailed `` King Narrow Sea '' led smash Triarchy 's forces conquer Stepstones quickly adds knows one true king .
Daemon kneels offers crown Stepstones older brother .,Who is Stepstones?,Stepstones was a PERSON who Daemon kneels offers crown Stepstones older brother .
Viserys asks became Corlys Velaryon Daemon says sailed back home Driftmark ( bothering present royal court due rift Viserys ) .,Who is Viserys?,Viserys was a PERSON who Viserys asks became
Viserys asks became Corlys Velaryon Daemon says sailed back home Driftmark ( bothering present royal court due rift Viserys ) .,Who is Corlys Velaryon Daemon?,Corlys Velaryon Daemon was a PERSON who Corlys Velaryon Daemon says sailed back home Driftmark ( bothering present royal court due rift Viserys ) .
Viserys asks became Corlys Velaryon Daemon says sailed back home Driftmark ( bothering present royal court due rift Viserys ) .,What is Driftmark?,Driftmark is a ORG that Corlys Velaryon Daemon says sailed back home Driftmark ( bothering present royal court due rift Viserys ) .
Viserys asks became Corlys Velaryon Daemon says sailed back home Driftmark ( bothering present royal court due rift Viserys ) .,Who is Viserys?,Viserys was a PERSON who Corlys Velaryon Daemon says sailed back home Driftmark ( bothering present royal court due rift Viserys ) .
Viserys also asks holds Stepstones Daemon replies tides crabs corpses 2000 Triarchy corsairs left staked shore warning might follow Drahar 's example .,Who is Viserys?,Viserys was a PERSON who Viserys also asks holds Stepstones Daemon replies tides crabs corpses 2000
Viserys also asks holds Stepstones Daemon replies tides crabs corpses 2000 Triarchy corsairs left staked shore warning might follow Drahar 's example .,Who is Stepstones Daemon?,Stepstones Daemon was a PERSON who Viserys also asks holds Stepstones Daemon replies tides crabs corpses 2000
Viserys also asks holds Stepstones Daemon replies tides crabs corpses 2000 Triarchy corsairs left staked shore warning might follow Drahar 's example .,When did 2000 happen?,2000 was a DATE that Viserys also asks holds Stepstones Daemon replies tides crabs corpses 2000
Viserys also asks holds Stepstones Daemon replies tides crabs corpses 2000 Triarchy corsairs left staked shore warning might follow Drahar 's example .,Who is Drahar?,Drahar was a PERSON who Triarchy corsairs left staked shore warning might follow Drahar 's example .
Viserys comes throne sheathed sword Blackfyre hand first hesitant .,Who is Viserys?,Viserys was a PERSON who Viserys comes throne sheathed sword Blackfyre hand first hesitant .
Viserys comes throne sheathed sword Blackfyre hand first hesitant .,Who is Blackfyre?,Blackfyre was a PERSON who Viserys comes throne sheathed sword Blackfyre hand first hesitant .
After moment orders Daemon rise two brothers embrace .,Who is Daemon?,Daemon was a PERSON who After moment orders Daemon rise two brothers embrace .
The entire court applauds reconciliation.Viserys hosts feast Daemon 's honor Red Keep 's godswood .,Who is Viserys?,Viserys was a PERSON who Viserys hosts feast Daemon 's honor Red Keep 's godswood .
The entire court applauds reconciliation.Viserys hosts feast Daemon 's honor Red Keep 's godswood .,Who is Daemon?,Daemon was a PERSON who Viserys hosts feast Daemon 's honor Red Keep 's godswood .
The entire court applauds reconciliation.Viserys hosts feast Daemon 's honor Red Keep 's godswood .,What is Red Keep 's?,Red Keep 's is a ORG that Viserys hosts feast Daemon 's honor Red Keep 's godswood .
The entire court applauds reconciliation.Viserys hosts feast Daemon 's honor Red Keep 's godswood .,What is godswood?,godswood is a ORG that Viserys hosts feast Daemon 's honor Red Keep 's godswood .
Viserys gets somewhat drunk sharing happy stories brother n't seen since Queen Aemma 's death ensuing succession woes four years .,Who is Viserys?,Viserys was a PERSON who Viserys gets somewhat drunk sharing happy stories brother n't seen since Queen Aemma 's death ensuing succession woes four years .
Viserys gets somewhat drunk sharing happy stories brother n't seen since Queen Aemma 's death ensuing succession woes four years .,Who is Aemma?,Aemma was a PERSON who Viserys gets somewhat drunk sharing happy stories brother n't seen since Queen Aemma 's death ensuing succession woes four years .
Viserys gets somewhat drunk sharing happy stories brother n't seen since Queen Aemma 's death ensuing succession woes four years .,When did four years happen?,four years was a DATE that Viserys gets somewhat drunk sharing happy stories brother n't seen since Queen Aemma 's death ensuing succession woes four years .
The king good-naturedly admits Daemon always mother Alyssa 's favorite like rule-breaker n't care custom tradition .,Who is Daemon?,Daemon was a PERSON who The king good-naturedly admits Daemon always mother Alyssa 's favorite like rule-breaker n't care custom tradition .
The king good-naturedly admits Daemon always mother Alyssa 's favorite like rule-breaker n't care custom tradition .,Who is Alyssa?,Alyssa was a PERSON who The king good-naturedly admits Daemon always mother Alyssa 's favorite like rule-breaker n't care custom tradition .
Queen Alicent Hightower approaches welcomes Daemon inviting see new fine tapestries Norvos Qohor display gallery .,Who is Queen Alicent Hightower?,Queen Alicent Hightower was a PERSON who Queen Alicent Hightower approaches welcomes Daemon inviting see new fine tapestries Norvos Qohor display gallery .
Queen Alicent Hightower approaches welcomes Daemon inviting see new fine tapestries Norvos Qohor display gallery .,Who is Daemon?,Daemon was a PERSON who Queen Alicent Hightower approaches welcomes Daemon inviting see new fine tapestries Norvos Qohor display gallery .
Queen Alicent Hightower approaches welcomes Daemon inviting see new fine tapestries Norvos Qohor display gallery .,Who is Norvos Qohor?,Norvos Qohor was a PERSON who Queen Alicent Hightower approaches welcomes Daemon inviting see new fine tapestries Norvos Qohor display gallery .
Rhaenyra says would like see excuses talk Alicent bench.Alicent surmises tour go well Rhaenyra returned early .,What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra says would like see excuses talk Alicent bench.
Rhaenyra says would like see excuses talk Alicent bench.Alicent surmises tour go well Rhaenyra returned early .,Who is Alicent?,Alicent was a PERSON who Rhaenyra says would like see excuses talk Alicent bench.
Rhaenyra says would like see excuses talk Alicent bench.Alicent surmises tour go well Rhaenyra returned early .,Who is Alicent?,Alicent was a PERSON who Alicent surmises tour go
Alicent sarcastically chides every knight lord Seven Kingdoms fawning Rhaenyra must `` misery '' urges Rhaenyra rare girls realm get choice two suitors much less forty .,Who is Alicent?,Alicent was a PERSON who Alicent sarcastically chides every knight lord Seven Kingdoms fawning Rhaenyra must `` misery '' urges Rhaenyra rare girls realm get choice two suitors much less forty .
When Alicent says still thinks sounds romantic Rhaenyra blurts n't see 's romantic marrying locked castle `` made squeeze heirs . '',Who is Alicent?,Alicent was a PERSON who When Alicent says still thinks sounds romantic Rhaenyra blurts n't see 's romantic marrying locked castle `` made squeeze heirs . ''
Alicent quietly wounded exactly describes situation life .,Who is Alicent?,Alicent was a PERSON who Alicent quietly wounded exactly describes situation life .
Trying diplomatic Alicent says Viserys put great effort arranging tour course frustrated ended early .,Who is Alicent?,Alicent was a PERSON who Trying diplomatic Alicent says Viserys put great effort arranging tour course frustrated ended early .
Trying diplomatic Alicent says Viserys put great effort arranging tour course frustrated ended early .,Who is Viserys?,Viserys was a PERSON who Trying diplomatic Alicent says Viserys put great effort arranging tour course frustrated ended early .
Alicent says 's happy Rhaenyra home : admits friends fact quite lonely .,Who is Alicent?,Alicent was a PERSON who Alicent says 's happy Rhaenyra home : admits friends fact quite lonely .
Feeling sorry Alicent Rhaenyra holds hand offer comfort two somewhat reconciled estrangement past years.Some time later Rhaenyra finds Daemon standing alone weirwood heart tree .,Who is Alicent Rhaenyra?,Alicent Rhaenyra was a PERSON who Feeling sorry Alicent Rhaenyra holds hand offer comfort two somewhat reconciled estrangement past years.
Feeling sorry Alicent Rhaenyra holds hand offer comfort two somewhat reconciled estrangement past years.Some time later Rhaenyra finds Daemon standing alone weirwood heart tree .,When did past years happen?,past years was a DATE that Feeling sorry Alicent Rhaenyra holds hand offer comfort two somewhat reconciled estrangement past years.
Feeling sorry Alicent Rhaenyra holds hand offer comfort two somewhat reconciled estrangement past years.Some time later Rhaenyra finds Daemon standing alone weirwood heart tree .,What is Daemon?,Daemon is a ORG that Some time later Rhaenyra finds Daemon standing alone weirwood heart tree .
Rhaenyra says father intent selling lord biggest castle though n't mind attention rest without .,What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra says father intent selling lord biggest castle though n't mind attention rest without .
Daemon slyly says marriage political arrangement ; would n't stop seeking private pleasures .,What is Daemon?,Daemon is a ORG that Daemon slyly says marriage political arrangement ; would n't stop seeking private pleasures .
Rhaenyra says might political arrangement men women like death sentence reveals bitterly worried ending like mother made produce new potential heirs died childbirth .,What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra says might political arrangement men women like death sentence reveals bitterly worried ending like mother made produce new potential heirs died childbirth .
Daemon advises live life fear forsake best parts .,What is Daemon?,Daemon is a ORG that Daemon advises live life fear forsake best parts .
Rhaenyra says n't intend live fear pleasant solitude .,What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra says n't intend live fear pleasant solitude .
King Viserys attends meeting Small Council Rhaenyra longer serving cupbearer full seat council .,Who is King Viserys?,King Viserys was a PERSON who King Viserys attends meeting Small Council Rhaenyra longer serving cupbearer full seat council .
King Viserys attends meeting Small Council Rhaenyra longer serving cupbearer full seat council .,What is Small Council?,Small Council is a ORG that King Viserys attends meeting Small Council Rhaenyra longer serving cupbearer full seat council .
Tyland Lannister replaced Corlys Velaryon Master Ships resigned protest brings troubling news : seems traded Crabfeeder Sea Snake Velaryon fleet holds Stepstones Lord Corlys control vital sea lanes going giving considerable leverage crown .,Who is Tyland Lannister?,Tyland Lannister was a PERSON who Tyland Lannister replaced Corlys Velaryon Master Ships resigned protest brings troubling news : seems traded Crabfeeder Sea Snake Velaryon fleet holds Stepstones Lord Corlys control vital sea lanes going giving considerable leverage crown .
Tyland Lannister replaced Corlys Velaryon Master Ships resigned protest brings troubling news : seems traded Crabfeeder Sea Snake Velaryon fleet holds Stepstones Lord Corlys control vital sea lanes going giving considerable leverage crown .,Who is Corlys Velaryon Master Ships?,Corlys Velaryon Master Ships was a PERSON who Tyland Lannister replaced Corlys Velaryon Master Ships resigned protest brings troubling news : seems traded Crabfeeder Sea Snake Velaryon fleet holds Stepstones Lord Corlys control vital sea lanes going giving considerable leverage crown .
Tyland Lannister replaced Corlys Velaryon Master Ships resigned protest brings troubling news : seems traded Crabfeeder Sea Snake Velaryon fleet holds Stepstones Lord Corlys control vital sea lanes going giving considerable leverage crown .,What is located at Crabfeeder Sea Snake Velaryon?,Crabfeeder Sea Snake Velaryon is a LOC where Tyland Lannister replaced Corlys Velaryon Master Ships resigned protest brings troubling news : seems traded Crabfeeder Sea Snake Velaryon fleet holds Stepstones Lord Corlys control vital sea lanes going giving considerable leverage crown .
Tyland Lannister replaced Corlys Velaryon Master Ships resigned protest brings troubling news : seems traded Crabfeeder Sea Snake Velaryon fleet holds Stepstones Lord Corlys control vital sea lanes going giving considerable leverage crown .,Who is Corlys?,Corlys was a PERSON who Tyland Lannister replaced Corlys Velaryon Master Ships resigned protest brings troubling news : seems traded Crabfeeder Sea Snake Velaryon fleet holds Stepstones Lord Corlys control vital sea lanes going giving considerable leverage crown .
Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .,Who is Viserys?,Viserys was a PERSON who Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.
Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .,Who is Corlys?,Corlys was a PERSON who Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.
Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .,Who is Laena Velaryon years ago?,Laena Velaryon years ago was a PERSON who Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.
Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .,Who is Maester Mellos?,Maester Mellos was a PERSON who Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.
Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .,Who is Corlys?,Corlys was a PERSON who Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.
Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .,Who is Otto Hightower?,Otto Hightower was a PERSON who Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .
Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .,Who is Oldtown Corlys Velaryon?,Oldtown Corlys Velaryon was a PERSON who Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .
Viserys surprised Corlys would still upset spurning marriage alliance young Laena Velaryon years ago Grand Maester Mellos says Lord Corlys prideful man pride wounded must seek salve it.Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .,Who is Sealord Braavos?,Sealord Braavos was a PERSON who Otto Hightower however reveals situation worse : received disturbing report brother Oldtown Corlys Velaryon entered negotiations Sealord Braavos .
The report says Corlys intends secure marriage alliance Braavos wedding daughter Laena Sealord 's son .,Who is Corlys?,Corlys was a PERSON who The report says Corlys intends secure marriage alliance Braavos wedding daughter Laena Sealord 's son .
The report says Corlys intends secure marriage alliance Braavos wedding daughter Laena Sealord 's son .,Who is Laena Sealord 's?,Laena Sealord 's was a PERSON who The report says Corlys intends secure marriage alliance Braavos wedding daughter Laena Sealord 's son .
Otto notes obvious : Corlys succeeds add even pressure Viserys quickly force Rhaenyra marriage pact secure new allies counterbalance Velaryons .,Who is Otto?,Otto was a PERSON who Otto notes obvious : Corlys succeeds add even pressure Viserys quickly force Rhaenyra marriage pact secure new allies counterbalance Velaryons .
Otto notes obvious : Corlys succeeds add even pressure Viserys quickly force Rhaenyra marriage pact secure new allies counterbalance Velaryons .,Who is Corlys?,Corlys was a PERSON who Otto notes obvious : Corlys succeeds add even pressure Viserys quickly force Rhaenyra marriage pact secure new allies counterbalance Velaryons .
Otto notes obvious : Corlys succeeds add even pressure Viserys quickly force Rhaenyra marriage pact secure new allies counterbalance Velaryons .,Where is Viserys?,Viserys is a GPE that Otto notes obvious : Corlys succeeds add even pressure Viserys quickly force Rhaenyra marriage pact secure new allies counterbalance Velaryons .
Otto notes obvious : Corlys succeeds add even pressure Viserys quickly force Rhaenyra marriage pact secure new allies counterbalance Velaryons .,Who is Velaryons?,Velaryons was a PERSON who Otto notes obvious : Corlys succeeds add even pressure Viserys quickly force Rhaenyra marriage pact secure new allies counterbalance Velaryons .
Rhaenyra changes clothes heads spiral staircase leading shrine Balerion 's skull outer wall Red Keep meets uncle Daemon .,What is Red Keep?,Red Keep is a ORG that Red Keep meets uncle Daemon .
Rhaenyra changes clothes heads spiral staircase leading shrine Balerion 's skull outer wall Red Keep meets uncle Daemon .,Who is Daemon?,Daemon was a PERSON who Red Keep meets uncle Daemon .
He leads night town hiding recognizable Targaryen silver-white hair Daemon hood Rhaenyra wearing large boy 's hat.Daemon takes Rhaenyra street fair filled tightrope-walkers jugglers fire-breathers musicians dancers fortune-tellers .,Who is Daemon?,Daemon was a PERSON who He leads night town hiding recognizable Targaryen silver-white hair Daemon hood Rhaenyra wearing large boy 's hat.
He leads night town hiding recognizable Targaryen silver-white hair Daemon hood Rhaenyra wearing large boy 's hat.Daemon takes Rhaenyra street fair filled tightrope-walkers jugglers fire-breathers musicians dancers fortune-tellers .,Who is Daemon?,Daemon was a PERSON who Daemon takes Rhaenyra street fair filled tightrope-walkers jugglers fire-breathers musicians dancers fortune-tellers .
Rhaenyra 's exciting night sneaking castle juxtaposes Alicent 's dreary married life : tending crying newborn ( Helaena Targaryen ) volunteering bathe king 's sores handmaids rough .,What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra 's exciting night sneaking castle juxtaposes Alicent 's dreary married life : tending crying newborn ( Helaena Targaryen ) volunteering bathe king 's sores handmaids rough .
Rhaenyra 's exciting night sneaking castle juxtaposes Alicent 's dreary married life : tending crying newborn ( Helaena Targaryen ) volunteering bathe king 's sores handmaids rough .,Who is Alicent?,Alicent was a PERSON who Rhaenyra 's exciting night sneaking castle juxtaposes Alicent 's dreary married life : tending crying newborn ( Helaena Targaryen ) volunteering bathe king 's sores handmaids rough .
Rhaenyra 's exciting night sneaking castle juxtaposes Alicent 's dreary married life : tending crying newborn ( Helaena Targaryen ) volunteering bathe king 's sores handmaids rough .,What is located at Helaena Targaryen?,Helaena Targaryen is a LOC where Rhaenyra 's exciting night sneaking castle juxtaposes Alicent 's dreary married life : tending crying newborn ( Helaena Targaryen ) volunteering bathe king 's sores handmaids rough .
The infection Viserys suffering n't stopped amputating two fingers slowed sores back slightly worse .,Who is Viserys?,Viserys was a PERSON who The infection Viserys suffering n't stopped amputating two fingers slowed sores back slightly worse .
Meanwhile Daemon takes Rhaenyra street play : cruel pantomime showing smallfolk really think current royal succession woes .,Who is Daemon?,Daemon was a PERSON who Meanwhile Daemon takes Rhaenyra street play : cruel pantomime showing smallfolk really think current royal succession woes .
A troupe mummers farcically presents succession choices `` brother daughter little princeling three '' ( Daemon Rhaenyra baby Aegon ) .,What is Daemon?,Daemon is a ORG that A troupe mummers farcically presents succession choices `` brother daughter little princeling three '' ( Daemon Rhaenyra baby Aegon ) .
