context,questions,answers
While Laena 's husband Daemon Targaryen somber death help start giggling Vaemond 's pettiness bringing times .,Who is Vaemond?,Vaemond was a PERSON who While Laena 's husband Daemon Targaryen somber death help start giggling Vaemond 's pettiness bringing times .
The ceremony ends Laena 's stone sarcophagus dropped coastal cliff sea rest beside ancestors.The bereaved court gathers cliffside courtyard High Tide castle wake filled long awkward silences strained conversations : event forced Rhaenyra Alicent Hightower 's families meet one place right Rhaenyra removed King 's Landing Dragonstone due ( accurate ) rumors birth boy Joffrey three sons actually Harwin Strong 's bastards .,Who is Laena?,Laena was a PERSON who The ceremony ends Laena 's stone sarcophagus dropped coastal cliff sea rest beside ancestors.
The ceremony ends Laena 's stone sarcophagus dropped coastal cliff sea rest beside ancestors.The bereaved court gathers cliffside courtyard High Tide castle wake filled long awkward silences strained conversations : event forced Rhaenyra Alicent Hightower 's families meet one place right Rhaenyra removed King 's Landing Dragonstone due ( accurate ) rumors birth boy Joffrey three sons actually Harwin Strong 's bastards .,Who is Rhaenyra Alicent Hightower 's?,Rhaenyra Alicent Hightower 's was a PERSON who The bereaved court gathers cliffside courtyard High Tide castle wake filled long awkward silences strained conversations : event forced Rhaenyra Alicent Hightower 's families meet one place
The ceremony ends Laena 's stone sarcophagus dropped coastal cliff sea rest beside ancestors.The bereaved court gathers cliffside courtyard High Tide castle wake filled long awkward silences strained conversations : event forced Rhaenyra Alicent Hightower 's families meet one place right Rhaenyra removed King 's Landing Dragonstone due ( accurate ) rumors birth boy Joffrey three sons actually Harwin Strong 's bastards .,What is King 's Landing Dragonstone?,King 's Landing Dragonstone is a ORG that right Rhaenyra removed King 's Landing Dragonstone due ( accurate ) rumors
The ceremony ends Laena 's stone sarcophagus dropped coastal cliff sea rest beside ancestors.The bereaved court gathers cliffside courtyard High Tide castle wake filled long awkward silences strained conversations : event forced Rhaenyra Alicent Hightower 's families meet one place right Rhaenyra removed King 's Landing Dragonstone due ( accurate ) rumors birth boy Joffrey three sons actually Harwin Strong 's bastards .,Who is Joffrey?,Joffrey was a PERSON who birth boy Joffrey three sons actually Harwin Strong 's bastards .
The ceremony ends Laena 's stone sarcophagus dropped coastal cliff sea rest beside ancestors.The bereaved court gathers cliffside courtyard High Tide castle wake filled long awkward silences strained conversations : event forced Rhaenyra Alicent Hightower 's families meet one place right Rhaenyra removed King 's Landing Dragonstone due ( accurate ) rumors birth boy Joffrey three sons actually Harwin Strong 's bastards .,Who is Harwin Strong 's?,Harwin Strong 's was a PERSON who birth boy Joffrey three sons actually Harwin Strong 's bastards .
Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .,What is Laena?,Laena is a ORG that Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .
Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .,What is Daemon?,Daemon is a ORG that Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .
Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .,Where is Westeros?,Westeros is a GPE that Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .
Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .,When did first time decade happen?,first time decade was a DATE that Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .
Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .,Who is Laena?,Laena was a PERSON who Moreover Laena 's death spurred Daemon return Westeros first time decade along daughters Laena never met rest family .
Also gathered castle funeral dragons currently bonded riders ( big enough mount ) : Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .,What is Daemon?,Daemon is a ORG that Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .
Also gathered castle funeral dragons currently bonded riders ( big enough mount ) : Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .,What is Caraxes Rhaenyra 's?,Caraxes Rhaenyra 's is a ORG that Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .
Also gathered castle funeral dragons currently bonded riders ( big enough mount ) : Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .,What is Syrax Laenor 's?,Syrax Laenor 's is a ORG that Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .
Also gathered castle funeral dragons currently bonded riders ( big enough mount ) : Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .,Who is Seasmoke Rhaenys 's?,Seasmoke Rhaenys 's was a PERSON who Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .
Also gathered castle funeral dragons currently bonded riders ( big enough mount ) : Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .,What is Meleys?,Meleys is a ORG that Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .
Also gathered castle funeral dragons currently bonded riders ( big enough mount ) : Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .,Where is Aegon?,Aegon is a GPE that Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .
Also gathered castle funeral dragons currently bonded riders ( big enough mount ) : Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .,Who is Sunfyre Helaena 's?,Sunfyre Helaena 's was a PERSON who Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .
Also gathered castle funeral dragons currently bonded riders ( big enough mount ) : Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .,Who is Dreamfyre?,Dreamfyre was a PERSON who Daemon 's Caraxes Rhaenyra 's Syrax Laenor 's Seasmoke Rhaenys 's Meleys also Aegon 's Sunfyre Helaena 's Dreamfyre .
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,What is Laena?,Laena is a ORG that Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,What is Vhagar?,Vhagar is a ORG that Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,Who is Alicent?,Alicent was a PERSON who Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,Who is Larys Strong?,Larys Strong was a PERSON who Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,Who is Lyonel Strong?,Lyonel Strong was a PERSON who Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,Who is Harwin?,Harwin was a PERSON who Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,Who is Harrenhal Alicent 's?,Harrenhal Alicent 's was a PERSON who Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,Who is Otto Hightower?,Otto Hightower was a PERSON who Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,Who is Lyonel?,Lyonel was a PERSON who Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .
Laena 's Vhagar apparently bereaved rests elsewhere dunes beach.Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .,Who is Hand King?,Hand King was a PERSON who Alicent supporters ones gained recent events : Larys Strong secretly father Lyonel Strong brother Harwin killed fire made new Lord Harrenhal Alicent 's father Otto Hightower returned take Lyonel 's place Hand King .
Alicent disgusted Larys 's barely contained pride.Rhaenyra 's eldest son Jacaerys Velaryon old enough realize Harwin father privately tells mother upsetting ca n't openly mourn without drawing suspicion .,Who is Alicent?,Alicent was a PERSON who Alicent disgusted Larys 's barely contained pride.
Alicent disgusted Larys 's barely contained pride.Rhaenyra 's eldest son Jacaerys Velaryon old enough realize Harwin father privately tells mother upsetting ca n't openly mourn without drawing suspicion .,Who is Larys?,Larys was a PERSON who Alicent disgusted Larys 's barely contained pride.
Alicent disgusted Larys 's barely contained pride.Rhaenyra 's eldest son Jacaerys Velaryon old enough realize Harwin father privately tells mother upsetting ca n't openly mourn without drawing suspicion .,What is Rhaenyra?,Rhaenyra is a ORG that Rhaenyra 's eldest son Jacaerys Velaryon old enough realize Harwin father privately tells mother upsetting ca n't openly mourn without drawing suspicion .
Alicent disgusted Larys 's barely contained pride.Rhaenyra 's eldest son Jacaerys Velaryon old enough realize Harwin father privately tells mother upsetting ca n't openly mourn without drawing suspicion .,Who is Jacaerys Velaryon?,Jacaerys Velaryon was a PERSON who Rhaenyra 's eldest son Jacaerys Velaryon old enough realize Harwin father privately tells mother upsetting ca n't openly mourn without drawing suspicion .
Alicent disgusted Larys 's barely contained pride.Rhaenyra 's eldest son Jacaerys Velaryon old enough realize Harwin father privately tells mother upsetting ca n't openly mourn without drawing suspicion .,Who is Harwin?,Harwin was a PERSON who Rhaenyra 's eldest son Jacaerys Velaryon old enough realize Harwin father privately tells mother upsetting ca n't openly mourn without drawing suspicion .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,Who is Corlys Velaryon?,Corlys Velaryon was a PERSON who Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,What is Rhaenyra?,Rhaenyra is a ORG that Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,Who is Lucerys Velaryon?,Lucerys Velaryon was a PERSON who Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,Who is Jace?,Jace was a PERSON who Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,When did one day happen?,one day was a DATE that Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,What is Iron Throne?,Iron Throne is a ORG that Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,Who is Luke?,Luke was a PERSON who Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,When did one day happen?,one day was a DATE that Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .,Who is House Velaryon?,House Velaryon was a PERSON who Corlys Velaryon goes Rhaenyra 's second son Lucerys Velaryon explains Jace one day inherit Iron Throne Luke one day inherit title Lord Tides head House Velaryon .
Luke tearfully says n't want would become Lord Driftmark Laenor Corlys dead .,Who is Luke?,Luke was a PERSON who Luke tearfully says n't want would become Lord Driftmark Laenor Corlys dead .
Luke tearfully says n't want would become Lord Driftmark Laenor Corlys dead .,Who is Driftmark Laenor Corlys?,Driftmark Laenor Corlys was a PERSON who Luke tearfully says n't want would become Lord Driftmark Laenor Corlys dead .
Laena 's traumatized daughters Baela Rhaena Targaryen meet grandmother Rhaenys first time consoles .,What is Laena?,Laena is a ORG that Laena 's traumatized daughters Baela Rhaena Targaryen meet grandmother Rhaenys first time consoles .
Laena 's traumatized daughters Baela Rhaena Targaryen meet grandmother Rhaenys first time consoles .,Who is Baela Rhaena Targaryen?,Baela Rhaena Targaryen was a PERSON who Laena 's traumatized daughters Baela Rhaena Targaryen meet grandmother Rhaenys first time consoles .
Rhaenyra tells Jace despite private loss Harwin go comfort cousins .,Who is Jace?,Jace was a PERSON who Rhaenyra tells Jace despite private loss Harwin go comfort cousins .
Rhaenyra tells Jace despite private loss Harwin go comfort cousins .,Who is Harwin?,Harwin was a PERSON who Rhaenyra tells Jace despite private loss Harwin go comfort cousins .
Jace walks one knows say Baela Jace silently hold hands .,Who is Jace?,Jace was a PERSON who Jace walks one knows say Baela Jace silently hold hands .
Jace walks one knows say Baela Jace silently hold hands .,Who is Baela Jace?,Baela Jace was a PERSON who Jace walks one knows say Baela Jace silently hold hands .
Rhaenys glares Jace Luke knows really biological grandchildren .,Who is Jace Luke?,Jace Luke was a PERSON who Rhaenys glares Jace Luke knows really biological grandchildren .
Laenor stunned sister 's tragic death waded surf beach closer resting place .,Who is Laenor?,Laenor was a PERSON who Laenor stunned sister 's tragic death waded surf beach closer resting place .
Laenor stunned sister 's tragic death waded surf beach closer resting place .,Where is surf beach?,surf beach is a GPE that Laenor stunned sister 's tragic death waded surf beach closer resting place .
Corlys angrily tells Laenor 's lover Qarl Correy retrieve `` patron '' embarrassing behavior.Alicent 's children also present detached events : Aegon visibly bored gets increasingly drunk wine passed around lecherously eyeing serving girls .,Who is Corlys?,Corlys was a PERSON who Corlys angrily tells Laenor 's lover Qarl Correy retrieve `` patron '' embarrassing behavior.
Corlys angrily tells Laenor 's lover Qarl Correy retrieve `` patron '' embarrassing behavior.Alicent 's children also present detached events : Aegon visibly bored gets increasingly drunk wine passed around lecherously eyeing serving girls .,Who is Laenor?,Laenor was a PERSON who Corlys angrily tells Laenor 's lover Qarl Correy retrieve `` patron '' embarrassing behavior.
Corlys angrily tells Laenor 's lover Qarl Correy retrieve `` patron '' embarrassing behavior.Alicent 's children also present detached events : Aegon visibly bored gets increasingly drunk wine passed around lecherously eyeing serving girls .,Who is Qarl Correy?,Qarl Correy was a PERSON who Corlys angrily tells Laenor 's lover Qarl Correy retrieve `` patron '' embarrassing behavior.
Corlys angrily tells Laenor 's lover Qarl Correy retrieve `` patron '' embarrassing behavior.Alicent 's children also present detached events : Aegon visibly bored gets increasingly drunk wine passed around lecherously eyeing serving girls .,Who is Alicent?,Alicent was a PERSON who Alicent 's children also present detached events : Aegon visibly bored gets increasingly drunk wine passed around lecherously eyeing serving girls .
Corlys angrily tells Laenor 's lover Qarl Correy retrieve `` patron '' embarrassing behavior.Alicent 's children also present detached events : Aegon visibly bored gets increasingly drunk wine passed around lecherously eyeing serving girls .,Where is Aegon?,Aegon is a GPE that Alicent 's children also present detached events : Aegon visibly bored gets increasingly drunk wine passed around lecherously eyeing serving girls .
Helaena infatuated capturing spider muttering cryptically `` dragons flesh '' weaving threads green black .,What is Helaena?,Helaena is a ORG that Helaena infatuated capturing spider muttering cryptically `` dragons flesh '' weaving threads green black .
Aegon remarks younger brother Aemond annoyed mother recently announced betrothed marry sister Helaena ( incestuous Targaryen tradition ) thinks 's idiot .,Where is Aegon?,Aegon is a GPE that Aegon remarks younger brother Aemond annoyed mother recently announced betrothed marry sister Helaena ( incestuous Targaryen tradition ) thinks 's idiot .
Aegon remarks younger brother Aemond annoyed mother recently announced betrothed marry sister Helaena ( incestuous Targaryen tradition ) thinks 's idiot .,Who is Aemond?,Aemond was a PERSON who Aegon remarks younger brother Aemond annoyed mother recently announced betrothed marry sister Helaena ( incestuous Targaryen tradition ) thinks 's idiot .
Aegon remarks younger brother Aemond annoyed mother recently announced betrothed marry sister Helaena ( incestuous Targaryen tradition ) thinks 's idiot .,Who is Helaena?,Helaena was a PERSON who Aegon remarks younger brother Aemond annoyed mother recently announced betrothed marry sister Helaena ( incestuous Targaryen tradition ) thinks 's idiot .
Alicent apparently announced union right declining Rhaenyra 's suggestion betroth Helaena son Jace .,Who is Alicent?,Alicent was a PERSON who Alicent apparently announced union right declining Rhaenyra 's suggestion betroth Helaena son Jace .
Alicent apparently announced union right declining Rhaenyra 's suggestion betroth Helaena son Jace .,What is Rhaenyra?,Rhaenyra is a ORG that Alicent apparently announced union right declining Rhaenyra 's suggestion betroth Helaena son Jace .
Alicent apparently announced union right declining Rhaenyra 's suggestion betroth Helaena son Jace .,Who is Jace?,Jace was a PERSON who Alicent apparently announced union right declining Rhaenyra 's suggestion betroth Helaena son Jace .
Aemond responds betrothed Helaena would fulfill duty Aegon n't insult future queen .,What is Aemond?,Aemond is a ORG that Aemond responds betrothed Helaena would fulfill duty Aegon n't insult future queen .
Aemond responds betrothed Helaena would fulfill duty Aegon n't insult future queen .,What is Helaena?,Helaena is a ORG that Aemond responds betrothed Helaena would fulfill duty Aegon n't insult future queen .
Aemond responds betrothed Helaena would fulfill duty Aegon n't insult future queen .,Where is Aegon?,Aegon is a GPE that Aemond responds betrothed Helaena would fulfill duty Aegon n't insult future queen .
Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.King Viserys goes speak brother Daemon exiled second time decade ago .,Who is Alicent?,Alicent was a PERSON who Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.
Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.King Viserys goes speak brother Daemon exiled second time decade ago .,Who is Velaryon?,Velaryon was a PERSON who Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.
Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.King Viserys goes speak brother Daemon exiled second time decade ago .,Who is Baela Jace?,Baela Jace was a PERSON who Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.
Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.King Viserys goes speak brother Daemon exiled second time decade ago .,Who is Viserys?,Viserys was a PERSON who King Viserys goes speak brother Daemon exiled second time decade ago .
Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.King Viserys goes speak brother Daemon exiled second time decade ago .,Who is Daemon?,Daemon was a PERSON who King Viserys goes speak brother Daemon exiled second time decade ago .
Aemond one Alicent 's family show even hint sympathy Velaryon side family briefly glances grieving Baela Jace considers saying something silently backs away.King Viserys goes speak brother Daemon exiled second time decade ago .,When did second time decade ago happen?,second time decade ago was a DATE that King Viserys goes speak brother Daemon exiled second time decade ago .
Viserys still loves Daemon asks return home King 's Landing let prior differences stay past .,Who is Viserys?,Viserys was a PERSON who Viserys still loves Daemon asks return home King 's Landing let prior differences stay past .
Viserys still loves Daemon asks return home King 's Landing let prior differences stay past .,Who is Daemon?,Daemon was a PERSON who Viserys still loves Daemon asks return home King 's Landing let prior differences stay past .
Viserys still loves Daemon asks return home King 's Landing let prior differences stay past .,What is King 's Landing?,King 's Landing is a ORG that Viserys still loves Daemon asks return home King 's Landing let prior differences stay past .
Daemon says home Pentos children .,What is Daemon?,Daemon is a ORG that Daemon says home Pentos children .
Daemon says home Pentos children .,What is Pentos?,Pentos is a ORG that Daemon says home Pentos children .
Viserys urges still place Daemon side royal court offers anything Daemon might need Daemon cuts .,Who is Viserys?,Viserys was a PERSON who Viserys urges still place Daemon side royal court offers anything Daemon might need Daemon cuts .
Viserys urges still place Daemon side royal court offers anything Daemon might need Daemon cuts .,What is Daemon?,Daemon is a ORG that Viserys urges still place Daemon side royal court offers anything Daemon might need Daemon cuts .
Viserys urges still place Daemon side royal court offers anything Daemon might need Daemon cuts .,What is Daemon?,Daemon is a ORG that Viserys urges still place Daemon side royal court offers anything Daemon might need Daemon cuts .
Viserys urges still place Daemon side royal court offers anything Daemon might need Daemon cuts .,Who is Daemon?,Daemon was a PERSON who Viserys urges still place Daemon side royal court offers anything Daemon might need Daemon cuts .
Not comfortably expressing grief Daemon stammers needs nothing turns leave .,Who is Daemon?,Daemon was a PERSON who Not comfortably expressing grief Daemon stammers needs nothing turns leave .
Otto Hightower restored Hand King offers token condolences Daemon passes glares back says leech 's hunger never satisfied .,Who is Otto Hightower?,Otto Hightower was a PERSON who Otto Hightower restored Hand King offers token condolences Daemon passes glares back says leech 's hunger never satisfied .
