context,questions,answers
Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .,What is Iron Throne?,Iron Throne is a ORG that Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .
Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .,Who is Otto?,Otto was a PERSON who Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .
Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .,What is Daemon?,Daemon is a ORG that Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .
Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .,What is City Watch?,City Watch is a ORG that Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .
Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .,Who is Otto?,Otto was a PERSON who Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .
Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .,What is Daemon?,Daemon is a ORG that Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .
Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .,Who is Otto?,Otto was a PERSON who Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .
Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .,Who is Viserys?,Viserys was a PERSON who Viserys responds brother may ambitious ambitions Iron Throne kingship would n't suit responds Otto 's complaints Daemon 's command City Watch effectively gives prince private army pointing Otto 's idea give Daemon command first place Otto complained Viserys named brother Master Laws tyrant Master Coin spendthrift .
Otto concedes point asserts opinion Daemon kept far away power could second Maegor Cruel worse .,Who is Otto?,Otto was a PERSON who Otto concedes point asserts opinion Daemon kept far away power could second Maegor Cruel worse .
Otto concedes point asserts opinion Daemon kept far away power could second Maegor Cruel worse .,Who is Daemon?,Daemon was a PERSON who Otto concedes point asserts opinion Daemon kept far away power could second Maegor Cruel worse .
Otto concedes point asserts opinion Daemon kept far away power could second Maegor Cruel worse .,Who is Maegor Cruel?,Maegor Cruel was a PERSON who Otto concedes point asserts opinion Daemon kept far away power could second Maegor Cruel worse .
When Lord Lyonel Strong asks else would claim Otto suggests king 's firstborn child Rhaenyra .,Who is Lyonel Strong?,Lyonel Strong was a PERSON who When Lord Lyonel Strong asks else would claim Otto suggests king 's firstborn child Rhaenyra .
When Lord Lyonel Strong asks else would claim Otto suggests king 's firstborn child Rhaenyra .,Who is Otto?,Otto was a PERSON who When Lord Lyonel Strong asks else would claim Otto suggests king 's firstborn child Rhaenyra .
Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .,Where is Viserys?,Viserys is a GPE that Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .
Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .,Who is Corlys?,Corlys was a PERSON who Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .
Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .,Who is Rhaenys Otto?,Rhaenys Otto was a PERSON who Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .
Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .,Who is Corlys?,Corlys was a PERSON who Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .
Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .,What is Daemon?,Daemon is a ORG that Viserys refuses notion choosing brother daughter Corlys offers alternative : wife Rhaenys Otto dismisses Corlys already declared support Daemon .
The discussion ends abruptly Viserys berates Small Council behaving like crows squabbling corpses still mourning wife son.Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .,Where is Viserys?,Viserys is a GPE that The discussion ends abruptly Viserys berates Small Council behaving like crows squabbling corpses still mourning wife son.
The discussion ends abruptly Viserys berates Small Council behaving like crows squabbling corpses still mourning wife son.Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .,What is Small Council?,Small Council is a ORG that The discussion ends abruptly Viserys berates Small Council behaving like crows squabbling corpses still mourning wife son.
The discussion ends abruptly Viserys berates Small Council behaving like crows squabbling corpses still mourning wife son.Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .,What is Tower Hand Otto?,Tower Hand Otto is a ORG that Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .
The discussion ends abruptly Viserys berates Small Council behaving like crows squabbling corpses still mourning wife son.Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .,Who is Alicent?,Alicent was a PERSON who Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .
The discussion ends abruptly Viserys berates Small Council behaving like crows squabbling corpses still mourning wife son.Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .,Who is Grand Maester Mellos?,Grand Maester Mellos was a PERSON who Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .
The discussion ends abruptly Viserys berates Small Council behaving like crows squabbling corpses still mourning wife son.Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .,Where is Oldtown?,Oldtown is a GPE that Later within Tower Hand Otto sends daughter Alicent gives message Grand Maester Mellos dispatched raven Oldtown .
Otto embraces daughter comforting asking Rhaenyra suggests Alicent might offer condolences grieving king chambers telling wear one mother 's dresses .,Who is Otto?,Otto was a PERSON who Otto embraces daughter comforting asking Rhaenyra suggests Alicent might offer condolences grieving king chambers telling wear one mother 's dresses .
Otto embraces daughter comforting asking Rhaenyra suggests Alicent might offer condolences grieving king chambers telling wear one mother 's dresses .,Who is Alicent?,Alicent was a PERSON who Otto embraces daughter comforting asking Rhaenyra suggests Alicent might offer condolences grieving king chambers telling wear one mother 's dresses .
Later evening pleasure house Street Silk Daemon hosts party subordinates gold cloaks several cronies .,What is the Street Silk Daemon?,The Street Silk Daemon is a FAC that Later evening pleasure house Street Silk Daemon hosts party subordinates gold cloaks several cronies .
Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.Five months later Otto attends meeting Small Council .,Who is Otto?,Otto was a PERSON who Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.
Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.Five months later Otto attends meeting Small Council .,What is Viserys Small Council?,Viserys Small Council is a ORG that Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.
Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.Five months later Otto attends meeting Small Council .,Who is Daemon?,Daemon was a PERSON who Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.
Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.Five months later Otto attends meeting Small Council .,Who is Otto?,Otto was a PERSON who Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.
Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.Five months later Otto attends meeting Small Council .,What is Iron Throne?,Iron Throne is a ORG that Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.
Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.Five months later Otto attends meeting Small Council .,When did Five months later happen?,Five months later was a DATE that Five months later Otto attends meeting Small Council .
Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.Five months later Otto attends meeting Small Council .,Who is Otto?,Otto was a PERSON who Five months later Otto attends meeting Small Council .
Otto reports events Viserys Small Council meeting following morning insisting sources claim Daemon dubbed Baelon `` Heir Day '' celebration.Otto daughter attendance ceremony naming Rhaenyra Princess Dragonstone heir Iron Throne.Five months later Otto attends meeting Small Council .,What is Small Council?,Small Council is a ORG that Five months later Otto attends meeting Small Council .
He assisted new Lord Commander Kingsguard Ser Harrold Westerling choosing number candidates come court fill vacant seventh slot Kingsguard left death Ser Ryam Redwyne .,Who is Kingsguard Ser?,Kingsguard Ser was a PERSON who He assisted new Lord Commander Kingsguard Ser Harrold Westerling choosing number candidates come court fill vacant seventh slot Kingsguard left death Ser Ryam Redwyne .
He assisted new Lord Commander Kingsguard Ser Harrold Westerling choosing number candidates come court fill vacant seventh slot Kingsguard left death Ser Ryam Redwyne .,Who is Harrold Westerling?,Harrold Westerling was a PERSON who He assisted new Lord Commander Kingsguard Ser Harrold Westerling choosing number candidates come court fill vacant seventh slot Kingsguard left death Ser Ryam Redwyne .
He assisted new Lord Commander Kingsguard Ser Harrold Westerling choosing number candidates come court fill vacant seventh slot Kingsguard left death Ser Ryam Redwyne .,What is Kingsguard?,Kingsguard is a ORG that He assisted new Lord Commander Kingsguard Ser Harrold Westerling choosing number candidates come court fill vacant seventh slot Kingsguard left death Ser Ryam Redwyne .
He assisted new Lord Commander Kingsguard Ser Harrold Westerling choosing number candidates come court fill vacant seventh slot Kingsguard left death Ser Ryam Redwyne .,Who is Ryam Redwyne?,Ryam Redwyne was a PERSON who He assisted new Lord Commander Kingsguard Ser Harrold Westerling choosing number candidates come court fill vacant seventh slot Kingsguard left death Ser Ryam Redwyne .
Lord Corlys storms council chamber announcing four Westerosi ships lost passing Stepstones Otto replying crown compensate families crews .,Who is Corlys?,Corlys was a PERSON who Lord Corlys storms council chamber announcing four Westerosi ships lost passing Stepstones Otto replying crown compensate families crews .
Lord Corlys storms council chamber announcing four Westerosi ships lost passing Stepstones Otto replying crown compensate families crews .,What is council chamber?,council chamber is a ORG that Lord Corlys storms council chamber announcing four Westerosi ships lost passing Stepstones Otto replying crown compensate families crews .
Lord Corlys storms council chamber announcing four Westerosi ships lost passing Stepstones Otto replying crown compensate families crews .,Who is Stepstones Otto?,Stepstones Otto was a PERSON who Lord Corlys storms council chamber announcing four Westerosi ships lost passing Stepstones Otto replying crown compensate families crews .
When Corlys brings pirates fear Westeros Daemon 's occupation Dragonstone army gold cloaks n't responded crown Otto warns may seat council table king 's equal .,Who is Corlys?,Corlys was a PERSON who When Corlys brings pirates fear Westeros Daemon 's occupation Dragonstone army gold cloaks n't responded crown Otto warns may seat council table king 's equal .
