context,questions,answers
* The Heir 's Tournament King 's Landing based different tourney Fire & Blood taking place Maidenpool .,What is Maidenpool?,Maidenpool is a ORG that The Heir 's Tournament King 's Landing based different tourney Fire & Blood taking place Maidenpool .
* The dragon coat-of-arms House Targaryen described four legs .,What is House?,House is a ORG that * The dragon coat-of-arms House Targaryen described four legs .
* The coat-of-arms House Velaryon displays actual real-life seahorse mythological one ( spelled sea-horse hyphen ) .,What is House Velaryon?,House Velaryon is a ORG that The coat-of-arms House Velaryon displays actual real-life seahorse mythological one ( spelled sea-horse hyphen ) .
* The coat-of-arms House Stark displays full direwolf head .,What is House?,House is a ORG that The coat-of-arms House Stark displays full direwolf head .
This difference carried Game Thrones .,What is Game Thrones?,Game Thrones is a ORG that This difference carried Game Thrones .
* Daemon Targaryen known used coat-of-arms .,Who is Daemon Targaryen?,Daemon Targaryen was a PERSON who * Daemon Targaryen known used coat-of-arms .
* According Fire & Blood Viserys 's son Baelon lived one day mother 's death hours .,What is Fire & Blood?,Fire & Blood is a ORG that * According Fire & Blood Viserys 's son Baelon lived one day mother 's death hours .
* According Fire & Blood Viserys 's son Baelon lived one day mother 's death hours .,Who is Baelon?,Baelon was a PERSON who * According Fire & Blood Viserys 's son Baelon lived one day mother 's death hours .
* According Fire & Blood Viserys 's son Baelon lived one day mother 's death hours .,When did one day happen?,one day was a DATE that * According Fire & Blood Viserys 's son Baelon lived one day mother 's death hours .
There 200 surviving Valyrian steel blades Westeros 's implausible belonged Targaryens point .,What is Westeros?,Westeros is a ORG that There 200 surviving Valyrian steel blades Westeros 's implausible belonged Targaryens point .
There 200 surviving Valyrian steel blades Westeros 's implausible belonged Targaryens point .,What is Targaryens?,Targaryens is a ORG that There 200 surviving Valyrian steel blades Westeros 's implausible belonged Targaryens point .
* Daemon nastily wrote men Vale sheep letter ; announce meeting small council .,Who is Vale sheep?,Vale sheep was a PERSON who * Daemon nastily wrote men Vale sheep letter ; announce meeting small council .
* Otto Hightower speak Daemon compare Maegor Targaryen meeting small council ; wrote brother Lord Hightower .,Who is Otto Hightower?,Otto Hightower was a PERSON who * Otto Hightower speak Daemon compare Maegor Targaryen meeting small council ; wrote brother Lord Hightower .
* Otto Hightower speak Daemon compare Maegor Targaryen meeting small council ; wrote brother Lord Hightower .,Who is Daemon?,Daemon was a PERSON who * Otto Hightower speak Daemon compare Maegor Targaryen meeting small council ; wrote brother Lord Hightower .
* Otto Hightower speak Daemon compare Maegor Targaryen meeting small council ; wrote brother Lord Hightower .,Who is Maegor Targaryen?,Maegor Targaryen was a PERSON who * Otto Hightower speak Daemon compare Maegor Targaryen meeting small council ; wrote brother Lord Hightower .
* Otto Hightower speak Daemon compare Maegor Targaryen meeting small council ; wrote brother Lord Hightower .,Who is Hightower?,Hightower was a PERSON who * Otto Hightower speak Daemon compare Maegor Targaryen meeting small council ; wrote brother Lord Hightower .
* There indication book Craghas Drahar suffered greyscale .,Who is Craghas Drahar?,Craghas Drahar was a PERSON who * There indication book Craghas Drahar suffered greyscale .
* Rhaenyra never proposed military strike dragonriders Craghas Drahar book .,Who is Craghas Drahar?,Craghas Drahar was a PERSON who * Rhaenyra never proposed military strike dragonriders Craghas Drahar book .
* Daemon never illegally occupied fortified Dragonstone private army Rhaenyra Otto Hightower confront force vacate castle ; Viserys spurned heir retreated Dragonstone remained sulking isolation .,What is Dragonstone?,Dragonstone is a ORG that * Daemon never illegally occupied fortified Dragonstone private army Rhaenyra Otto Hightower confront force vacate castle ; Viserys spurned heir retreated Dragonstone remained sulking isolation .
* Daemon never illegally occupied fortified Dragonstone private army Rhaenyra Otto Hightower confront force vacate castle ; Viserys spurned heir retreated Dragonstone remained sulking isolation .,Who is Rhaenyra Otto Hightower?,Rhaenyra Otto Hightower was a PERSON who * Daemon never illegally occupied fortified Dragonstone private army Rhaenyra Otto Hightower confront force vacate castle ; Viserys spurned heir retreated Dragonstone remained sulking isolation .
* Daemon never illegally occupied fortified Dragonstone private army Rhaenyra Otto Hightower confront force vacate castle ; Viserys spurned heir retreated Dragonstone remained sulking isolation .,Where is Viserys?,Viserys is a GPE that * Daemon never illegally occupied fortified Dragonstone private army Rhaenyra Otto Hightower confront force vacate castle ; Viserys spurned heir retreated Dragonstone remained sulking isolation .
* Daemon never illegally occupied fortified Dragonstone private army Rhaenyra Otto Hightower confront force vacate castle ; Viserys spurned heir retreated Dragonstone remained sulking isolation .,What is Dragonstone?,Dragonstone is a ORG that * Daemon never illegally occupied fortified Dragonstone private army Rhaenyra Otto Hightower confront force vacate castle ; Viserys spurned heir retreated Dragonstone remained sulking isolation .
* Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .,Who is Mysaria?,Mysaria was a PERSON who * Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .
* Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .,Who is Mysaria?,Mysaria was a PERSON who * Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .
* Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .,Who is Daemon?,Daemon was a PERSON who * Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .
* Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .,Who is Viserys?,Viserys was a PERSON who * Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .
* Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .,What is Daemon?,Daemon is a ORG that * Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .
* Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .,Who is Mysaria?,Mysaria was a PERSON who * Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .
* Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .,What is Lys?,Lys is a ORG that * Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .
* Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .,Who is Vale?,Vale was a PERSON who * Daemon never stole dragon egg Dragonpit publicly announce intentions take Mysaria second wife ; Mysaria fell pregnant Daemon wanted gift unborn child dragon egg whereupon Viserys furiously put foot ordered Daemon return egg send Mysaria back Lys return wife Vale .
Mysaria would apparently miscarry child ship carrying hit storm resulting another brief rift Viserys Daemon .,Who is Mysaria?,Mysaria was a PERSON who Mysaria would apparently miscarry child ship carrying hit storm resulting another brief rift Viserys Daemon .
Mysaria would apparently miscarry child ship carrying hit storm resulting another brief rift Viserys Daemon .,Who is Viserys Daemon?,Viserys Daemon was a PERSON who Mysaria would apparently miscarry child ship carrying hit storm resulting another brief rift Viserys Daemon .
* In Fire & Blood Viserys 's intention marry Alicent n't raise much consternation small council Rhaenyra time 25 18 Rhaenyra 9 years old father remarried .,Who is Alicent?,Alicent was a PERSON who * In Fire & Blood Viserys 's intention marry Alicent n't raise much consternation small council Rhaenyra time 25 18 Rhaenyra 9 years old father remarried .
* In Fire & Blood Viserys 's intention marry Alicent n't raise much consternation small council Rhaenyra time 25 18 Rhaenyra 9 years old father remarried .,When did 9 years old happen?,9 years old was a DATE that * In Fire & Blood Viserys 's intention marry Alicent n't raise much consternation small council Rhaenyra time 25 18 Rhaenyra 9 years old father remarried .
The biggest opponents Viserys 's remarriage Corlys Daemon .,Who is Viserys?,Viserys was a PERSON who The biggest opponents Viserys 's remarriage Corlys Daemon .
The biggest opponents Viserys 's remarriage Corlys Daemon .,Who is Corlys Daemon?,Corlys Daemon was a PERSON who The biggest opponents Viserys 's remarriage Corlys Daemon .
* In Fire & Blood mention Craghas Drahar sank Corlys 's ships .,Who is Craghas Drahar?,Craghas Drahar was a PERSON who * In Fire & Blood mention Craghas Drahar sank Corlys 's ships .
* In Fire & Blood mention Craghas Drahar sank Corlys 's ships .,Who is Corlys?,Corlys was a PERSON who * In Fire & Blood mention Craghas Drahar sank Corlys 's ships .
The reason fighting Drahar partners used charge outrageous tolls safe passage .,Who is Drahar?,Drahar was a PERSON who The reason fighting Drahar partners used charge outrageous tolls safe passage .
* In Fire & Blood mention Corlys demanded Crown would take action Craghas Viserys refused .,Who is Corlys?,Corlys was a PERSON who * In Fire & Blood mention Corlys demanded Crown would take action Craghas Viserys refused .
* In Fire & Blood mention Corlys demanded Crown would take action Craghas Viserys refused .,Who is Craghas Viserys?,Craghas Viserys was a PERSON who * In Fire & Blood mention Corlys demanded Crown would take action Craghas Viserys refused .
It mentioned Corlys Daemon joined forces Craghas .,Who is Corlys Daemon?,Corlys Daemon was a PERSON who It mentioned Corlys Daemon joined forces Craghas .
It mentioned Corlys Daemon joined forces Craghas .,What is Craghas?,Craghas is a ORG that It mentioned Corlys Daemon joined forces Craghas .
* Viserys object idea opposing Triarchy contrary : provided Daemon funds preparations .,Who is Viserys?,Viserys was a PERSON who * Viserys object idea opposing Triarchy contrary : provided Daemon funds preparations .
* Viserys object idea opposing Triarchy contrary : provided Daemon funds preparations .,What is Daemon?,Daemon is a ORG that * Viserys object idea opposing Triarchy contrary : provided Daemon funds preparations .
* Grand Maester Runciter Mellos one supported idea king wed Laena .,Who is Runciter Mellos?,Runciter Mellos was a PERSON who * Grand Maester Runciter Mellos one supported idea king wed Laena .
* Viserys injured hand blade protruding throne necessary amputate two fingers happened much later reign .,Who is Viserys?,Viserys was a PERSON who * Viserys injured hand blade protruding throne necessary amputate two fingers happened much later reign .
* Jason Tyland Lannister described twins identical twins .,Who is Jason Tyland Lannister?,Jason Tyland Lannister was a PERSON who * Jason Tyland Lannister described twins identical twins .
* There mention book Vaemond Velaryon Laenor Velaryon Seasmoke participated War Stepstones .,Who is Vaemond Velaryon Laenor Velaryon Seasmoke?,Vaemond Velaryon Laenor Velaryon Seasmoke was a PERSON who * There mention book Vaemond Velaryon Laenor Velaryon Seasmoke participated War Stepstones .
* There mention book Vaemond Velaryon Laenor Velaryon Seasmoke participated War Stepstones .,Who is War Stepstones?,War Stepstones was a PERSON who * There mention book Vaemond Velaryon Laenor Velaryon Seasmoke participated War Stepstones .
* There mention book hostilities North Targaryens led marriage Viserys Aemma Arryn .,What is located at North Targaryens?,North Targaryens is a LOC where * There mention book hostilities North Targaryens led marriage Viserys Aemma Arryn .
* There mention book hostilities North Targaryens led marriage Viserys Aemma Arryn .,Who is Viserys Aemma?,Viserys Aemma was a PERSON who * There mention book hostilities North Targaryens led marriage Viserys Aemma Arryn .
* There mention book hostilities North Targaryens led marriage Viserys Aemma Arryn .,Where is Arryn?,Arryn is a GPE that * There mention book hostilities North Targaryens led marriage Viserys Aemma Arryn .
* Viserys supported idea fighting Triarchy beginning gave brother funds rallying troops .,Who is Viserys?,Viserys was a PERSON who * Viserys supported idea fighting Triarchy beginning gave brother funds rallying troops .
Daemon reject Viserys 's assistance .,What is Daemon?,Daemon is a ORG that Daemon reject Viserys 's assistance .
Daemon reject Viserys 's assistance .,Who is Viserys?,Viserys was a PERSON who Daemon reject Viserys 's assistance .
* In Fire & Blood Daemon nearly beat messenger death bringing word Viserys 's Alicent 's marriage incident took place Runestone .,Who is Viserys?,Viserys was a PERSON who * In Fire & Blood Daemon nearly beat messenger death bringing word Viserys 's Alicent 's marriage incident took place Runestone .
* In Fire & Blood Daemon nearly beat messenger death bringing word Viserys 's Alicent 's marriage incident took place Runestone .,Who is Alicent?,Alicent was a PERSON who * In Fire & Blood Daemon nearly beat messenger death bringing word Viserys 's Alicent 's marriage incident took place Runestone .
* In Fire & Blood Daemon nearly beat messenger death bringing word Viserys 's Alicent 's marriage incident took place Runestone .,Who is Runestone?,Runestone was a PERSON who * In Fire & Blood Daemon nearly beat messenger death bringing word Viserys 's Alicent 's marriage incident took place Runestone .
* There mention anyone complained Corlys Daemon dragged Crown war .,Who is Corlys Daemon?,Corlys Daemon was a PERSON who * There mention anyone complained Corlys Daemon dragged Crown war .
* The encounter Daemon Craghas Drahar takes place two years war Stepstones began three years .,Who is Daemon Craghas Drahar?,Daemon Craghas Drahar was a PERSON who * The encounter Daemon Craghas Drahar takes place two years war Stepstones began three years .
* The encounter Daemon Craghas Drahar takes place two years war Stepstones began three years .,When did two years happen?,two years was a DATE that * The encounter Daemon Craghas Drahar takes place two years war Stepstones began three years .
* The encounter Daemon Craghas Drahar takes place two years war Stepstones began three years .,Who is Stepstones?,Stepstones was a PERSON who * The encounter Daemon Craghas Drahar takes place two years war Stepstones began three years .
* The encounter Daemon Craghas Drahar takes place two years war Stepstones began three years .,When did three years happen?,three years was a DATE that * The encounter Daemon Craghas Drahar takes place two years war Stepstones began three years .
* In Fire & Blood Craghas gain upper hand first two years conflict contrary : Daemon many victories period encountered killed Craghas .,When did two years happen?,two years was a DATE that * In Fire & Blood Craghas gain upper hand first two years conflict contrary : Daemon many victories period encountered killed Craghas .
* In Fire & Blood Craghas gain upper hand first two years conflict contrary : Daemon many victories period encountered killed Craghas .,Who is Daemon?,Daemon was a PERSON who * In Fire & Blood Craghas gain upper hand first two years conflict contrary : Daemon many victories period encountered killed Craghas .
* In Fire & Blood Craghas gain upper hand first two years conflict contrary : Daemon many victories period encountered killed Craghas .,What is Craghas?,Craghas is a ORG that * In Fire & Blood Craghas gain upper hand first two years conflict contrary : Daemon many victories period encountered killed Craghas .
* In Fire & Blood Daemon kills Craghas beheading rather cutting half .,What is Craghas?,Craghas is a ORG that * In Fire & Blood Daemon kills Craghas beheading rather cutting half .
* The hunt scenes occur Fire & Blood .,What is Fire & Blood?,Fire & Blood is a ORG that * The hunt scenes occur Fire & Blood .
* Jason Lannister proposed Rhaenyra feast held Casterly Rock hunting trip .,Who is Jason Lannister?,Jason Lannister was a PERSON who * Jason Lannister proposed Rhaenyra feast held Casterly Rock hunting trip .
* Jason Lannister proposed Rhaenyra feast held Casterly Rock hunting trip .,What is located at Casterly Rock?,Casterly Rock is a LOC where * Jason Lannister proposed Rhaenyra feast held Casterly Rock hunting trip .
* There mention Jason Lannister ever intended build dragon pit .,Who is Jason Lannister?,Jason Lannister was a PERSON who * There mention Jason Lannister ever intended build dragon pit .
* Viserys try persuade Rhaenyra gently reasoning get married ; threatened refused would replace Aegon heir complied .,Who is Viserys?,Viserys was a PERSON who * Viserys try persuade Rhaenyra gently reasoning get married ; threatened refused would replace Aegon heir complied .
* Viserys try persuade Rhaenyra gently reasoning get married ; threatened refused would replace Aegon heir complied .,Where is Aegon?,Aegon is a GPE that * Viserys try persuade Rhaenyra gently reasoning get married ; threatened refused would replace Aegon heir complied .
* Alicent Otto Hightower suggested wed Rhaenyra Aegon Aegon six two .,Who is Alicent Otto Hightower?,Alicent Otto Hightower was a PERSON who Alicent Otto Hightower suggested wed Rhaenyra Aegon Aegon six two .
* Alicent Otto Hightower suggested wed Rhaenyra Aegon Aegon six two .,Where is Aegon?,Aegon is a GPE that Alicent Otto Hightower suggested wed Rhaenyra Aegon Aegon six two .
* Alicent Otto Hightower suggested wed Rhaenyra Aegon Aegon six two .,Where is Aegon?,Aegon is a GPE that Alicent Otto Hightower suggested wed Rhaenyra Aegon Aegon six two .
* Alicent Otto Hightower suggested wed Rhaenyra Aegon Aegon six two .,When did six two happen?,six two was a DATE that Alicent Otto Hightower suggested wed Rhaenyra Aegon Aegon six two .
Viserys refused suggestion addition age gap knew Rhaenyra Aegon despised Alicent proposed match get Aegon Iron Throne .,Who is Viserys?,Viserys was a PERSON who Viserys refused suggestion addition age gap knew Rhaenyra Aegon despised Alicent proposed match get Aegon Iron Throne .
Viserys refused suggestion addition age gap knew Rhaenyra Aegon despised Alicent proposed match get Aegon Iron Throne .,Where is Aegon?,Aegon is a GPE that Viserys refused suggestion addition age gap knew Rhaenyra Aegon despised Alicent proposed match get Aegon Iron Throne .
Viserys refused suggestion addition age gap knew Rhaenyra Aegon despised Alicent proposed match get Aegon Iron Throne .,Who is Alicent?,Alicent was a PERSON who Viserys refused suggestion addition age gap knew Rhaenyra Aegon despised Alicent proposed match get Aegon Iron Throne .
Viserys refused suggestion addition age gap knew Rhaenyra Aegon despised Alicent proposed match get Aegon Iron Throne .,What is Aegon Iron Throne?,Aegon Iron Throne is a ORG that Viserys refused suggestion addition age gap knew Rhaenyra Aegon despised Alicent proposed match get Aegon Iron Throne .
* Lyonel Strong suggest Laenor Velaryon husband Rhaenyra .,Who is Lyonel Strong?,Lyonel Strong was a PERSON who * Lyonel Strong suggest Laenor Velaryon husband Rhaenyra .
* Lyonel Strong suggest Laenor Velaryon husband Rhaenyra .,Who is Laenor Velaryon?,Laenor Velaryon was a PERSON who * Lyonel Strong suggest Laenor Velaryon husband Rhaenyra .
* There island called Dwarfstone Stepstones .,Who is Dwarfstone Stepstones?,Dwarfstone Stepstones was a PERSON who * There island called Dwarfstone Stepstones .
* There mention dream Viserys .,Who is Viserys?,Viserys was a PERSON who * There mention dream Viserys .
* In Fire & Blood A Song Ice Fire novels characters named Jerrel Bracken Willem Blackwood ; character named Beric Dondarrion leader Brotherhood Without Banners .,Who is Jerrel Bracken Willem Blackwood?,Jerrel Bracken Willem Blackwood was a PERSON who In Fire & Blood A Song Ice Fire novels characters named Jerrel Bracken Willem Blackwood ; character named Beric Dondarrion leader Brotherhood Without Banners .
* In Fire & Blood A Song Ice Fire novels characters named Jerrel Bracken Willem Blackwood ; character named Beric Dondarrion leader Brotherhood Without Banners .,Who is Beric Dondarrion?,Beric Dondarrion was a PERSON who In Fire & Blood A Song Ice Fire novels characters named Jerrel Bracken Willem Blackwood ; character named Beric Dondarrion leader Brotherhood Without Banners .
